source_concept_id,source_code,source_code_description_mod,source_code_description,source_counts,comments,target_concept_id,target_concept_code,target_concept_name,target_concept_class_id,target_standard_concept,target_invalid_reason,target_domain_id,target_vocabulary_id
,,,,,,,,,,,,,
45315997,00065915272,NUTREN 1.0 WITH FIBER LIQUID,NUTREN 1.0 WITH FIBER LIQUID,,,17,,,,,,,
,,,,,,,,,,,,,
45042984,00065903570,NUTREN 1.5 FIBER LIQUID,NUTREN 1.5 FIBER LIQUID,,,17,,,,,,,
,,,,,,,,,,,,,
44923946,00065904072,NUTREN 2.0 LIQUID,NUTREN 2.0 LIQUID,,,17,,,,,,,
,,,,,,,,,,,,,
44991594,00065904370,NUTREN JUNIOR LIQUID,NUTREN JUNIOR LIQUID,,,17,,,,,,,
,,,,,,,,,,,,,
45008743,00065904390,NUTREN JUNIOR LIQUID,NUTREN JUNIOR LIQUID,,,17,,,,,,,
,,,,,,,,,,,,,
45025948,00065925970,NUTRIHEAL LIQUID,NUTRIHEAL LIQUID,,,17,,,,,,,
,,,,,,,,,,,,,
45231615,00187526201,OCEAN GEL,OCEAN GEL,,,17,,,,,,,
,,,,,,,,,,,,,
45224542,54868167300,OCUVITE TABLET,OCUVITE TABLET,,Different compositions,0,,,,,,,
,,,,,,,,,,,,,
45355634,11822517310,ONE DAILY GUMMY VITES GUMMIE,ONE DAILY GUMMY VITES GUMMIE,,,17,,,,,,,
,,,,,,,,,,,,,
46333999,63776040014,"OUCH - anti-interleukin-1.alpha. immunoglobulin g rabbit, apomorphine, arnica montana, metenkefalin, bryonia alba root, hypericum perforatum, bos taurus hypothalamus, sus scrofa hypothalamus, bos taurus limbic system, sus scrofa limbic system, bos taurus","OUCH - anti-interleukin-1.alpha. immunoglobulin g rabbit, apomorphine, arnica montana, metenkefalin, bryonia alba root, hypericum perforatum, bos taurus hypothalamus, sus scrofa hypothalamus, bos taurus limbic system, sus scrofa limbic system, bos taurus",,Name not full,0,,,,,,,
,,,,,,,,,,,,,
36490013,63776040215,"OUCH - anti-interleukin-1.alpha. immunoglobulin g rabbit, apomorphine, arnica montana, metenkefalin, bryonia alba root, hypericum perforatum, bos taurus hypothalamus, sus scrofa hypothalamus, bos taurus limbic system, sus scrofa limbic system, bos taurus","OUCH - anti-interleukin-1.alpha. immunoglobulin g rabbit, apomorphine, arnica montana, metenkefalin, bryonia alba root, hypericum perforatum, bos taurus hypothalamus, sus scrofa hypothalamus, bos taurus limbic system, sus scrofa limbic system, bos taurus",,,0,,,,,,,
,,,,,,,,,,,,,
45133037,10135019801,PAPAYA TABLET CHEW,PAPAYA TABLET CHEW,,,17,,,,,,,
,,,,,,,,,,,,,
44918722,55289074101,P-D NATAL PLUS-FOLIC ACID TAB,P-D NATAL PLUS-FOLIC ACID TAB,,,36878782,OMOP994671,Multivitamin preparation,Ingredient,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45028077,00440817530,P-D NATAL PLUS TABLET,P-D NATAL PLUS TABLET,,,36878782,OMOP994671,Multivitamin preparation,Ingredient,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45010869,00440817590,P-D NATAL PLUS TABLET,P-D NATAL PLUS TABLET,,,36878782,OMOP994671,Multivitamin preparation,Ingredient,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45063398,00884149316,PEDI-SKIN ADHERENT #2 LIQ,PEDI-SKIN ADHERENT #2 LIQ,,,17,,,,,,,
,,,,,,,,,,,,,
45044827,00395224391,PEPPERMINT SPIRIT,PEPPERMINT SPIRIT,,,19086712,33094,Peppermint oil,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45264843,00065906871,PEPTAMEN JUNIOR FIBER LIQUID,PEPTAMEN JUNIOR FIBER LIQUID,,,17,,,,,,,
,,,,,,,,,,,,,
45094059,00065901470,PEPTAMEN LIQUID,PEPTAMEN LIQUID,,,17,,,,,,,
,,,,,,,,,,,,,
45265806,00212370142,PEPTINEX DT LIQUID,PEPTINEX DT LIQUID,,,17,,,,,,,
,,,,,,,,,,,,,
44899473,51552011803,PHENOL LIQUID,PHENOL LIQUID,,,923540,33290,phenol,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44846011,38779049704,PHENYLBUTAZONE POWDER,PHENYLBUTAZONE POWDER,,,1135710,8160,Phenylbutazone,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44891860,00409796905,PLEGISOL SOLUTION,PLEGISOL SOLUTION,,Cardioplegic solution for cardiac perfusion,17,,,,,,,
,,,,,,,,,,,,,
44846059,38779234005,PLO TRANSDERMAL CREAM,PLO TRANSDERMAL CREAM,,,17,,,,,,,
,,,,,,,,,,,,,
45340425,37205017478,POTASSIUM 99 CAPLET,potassium gluconate 2.5 MEQ Oral Tablet,,,19057662,240060,potassium gluconate 2.5 MEQ Oral Tablet,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45203851,38779076905,PREGNENOLONE POWDER,PREGNENOLONE POWDER,,,19011031,114052,Pregnenolone,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44848101,51552043804,PREGNENOLONE POWDER,PREGNENOLONE POWDER,,,19011031,114052,Pregnenolone,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44997169,11822511190,PRENATAL FORMULA TABLET,PRENATAL FORMULA TABLET,,,36878782,OMOP994671,Multivitamin preparation,Ingredient,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45202663,21695085900,PRENATAL PLUS TABLET,PRENATAL PLUS TABLET,,,36878782,OMOP994671,Multivitamin preparation,Ingredient,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45236958,21695085930,PRENATAL PLUS TABLET,PRENATAL PLUS TABLET,,,36878782,OMOP994671,Multivitamin preparation,Ingredient,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44968567,54868019000,PRENATAL PLUS TABLET,PRENATAL PLUS TABLET,,,36878782,OMOP994671,Multivitamin preparation,Ingredient,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45083928,35356036630,PRENATAL TABLET,PRENATAL TABLET,,,36878782,OMOP994671,Multivitamin preparation,Ingredient,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44452049,63044015005,"PRENATAL VITAMINS PLUS - vitamin a, vitamin c, vitamin d-3, vitamin e, vitamin b-1, vitamin b-2, niacin, vitamin b-6, calcium, iron, zinc, copper tablet","PRENATAL VITAMINS PLUS - vitamin a, vitamin c, vitamin d-3, vitamin e, vitamin b-1, vitamin b-2, niacin, vitamin b-6, calcium, iron, zinc, copper tablet",,,19008339,11246,Vitamin A,Ingredient,Standard,Valid,Drug,RxNorm
44452049,63044015005,"PRENATAL VITAMINS PLUS - vitamin a, vitamin c, vitamin d-3, vitamin e, vitamin b-1, vitamin b-2, niacin, vitamin b-6, calcium, iron, zinc, copper tablet","PRENATAL VITAMINS PLUS - vitamin a, vitamin c, vitamin d-3, vitamin e, vitamin b-1, vitamin b-2, niacin, vitamin b-6, calcium, iron, zinc, copper tablet",,,19011773,1151,Ascorbic Acid,Ingredient,Standard,Valid,Drug,RxNorm
44452049,63044015005,"PRENATAL VITAMINS PLUS - vitamin a, vitamin c, vitamin d-3, vitamin e, vitamin b-1, vitamin b-2, niacin, vitamin b-6, calcium, iron, zinc, copper tablet","PRENATAL VITAMINS PLUS - vitamin a, vitamin c, vitamin d-3, vitamin e, vitamin b-1, vitamin b-2, niacin, vitamin b-6, calcium, iron, zinc, copper tablet",,,19095164,2418,Cholecalciferol,Ingredient,Standard,Valid,Drug,RxNorm
44452049,63044015005,"PRENATAL VITAMINS PLUS - vitamin a, vitamin c, vitamin d-3, vitamin e, vitamin b-1, vitamin b-2, niacin, vitamin b-6, calcium, iron, zinc, copper tablet","PRENATAL VITAMINS PLUS - vitamin a, vitamin c, vitamin d-3, vitamin e, vitamin b-1, vitamin b-2, niacin, vitamin b-6, calcium, iron, zinc, copper tablet",,,19009540,11256,Vitamin E,Ingredient,Standard,Valid,Drug,RxNorm
44452049,63044015005,"PRENATAL VITAMINS PLUS - vitamin a, vitamin c, vitamin d-3, vitamin e, vitamin b-1, vitamin b-2, niacin, vitamin b-6, calcium, iron, zinc, copper tablet","PRENATAL VITAMINS PLUS - vitamin a, vitamin c, vitamin d-3, vitamin e, vitamin b-1, vitamin b-2, niacin, vitamin b-6, calcium, iron, zinc, copper tablet",,,19137312,10454,Thiamine,Ingredient,Standard,Valid,Drug,RxNorm
44452049,63044015005,"PRENATAL VITAMINS PLUS - vitamin a, vitamin c, vitamin d-3, vitamin e, vitamin b-1, vitamin b-2, niacin, vitamin b-6, calcium, iron, zinc, copper tablet","PRENATAL VITAMINS PLUS - vitamin a, vitamin c, vitamin d-3, vitamin e, vitamin b-1, vitamin b-2, niacin, vitamin b-6, calcium, iron, zinc, copper tablet",,,19062817,9346,Riboflavin,Ingredient,Standard,Valid,Drug,RxNorm
44452049,63044015005,"PRENATAL VITAMINS PLUS - vitamin a, vitamin c, vitamin d-3, vitamin e, vitamin b-1, vitamin b-2, niacin, vitamin b-6, calcium, iron, zinc, copper tablet","PRENATAL VITAMINS PLUS - vitamin a, vitamin c, vitamin d-3, vitamin e, vitamin b-1, vitamin b-2, niacin, vitamin b-6, calcium, iron, zinc, copper tablet",,,1517824,7393,Niacin,Ingredient,Standard,Valid,Drug,RxNorm
44452049,63044015005,"PRENATAL VITAMINS PLUS - vitamin a, vitamin c, vitamin d-3, vitamin e, vitamin b-1, vitamin b-2, niacin, vitamin b-6, calcium, iron, zinc, copper tablet","PRENATAL VITAMINS PLUS - vitamin a, vitamin c, vitamin d-3, vitamin e, vitamin b-1, vitamin b-2, niacin, vitamin b-6, calcium, iron, zinc, copper tablet",,,1353228,42954,Vitamin B6,Ingredient,Standard,Valid,Drug,RxNorm
44452049,63044015005,"PRENATAL VITAMINS PLUS - vitamin a, vitamin c, vitamin d-3, vitamin e, vitamin b-1, vitamin b-2, niacin, vitamin b-6, calcium, iron, zinc, copper tablet","PRENATAL VITAMINS PLUS - vitamin a, vitamin c, vitamin d-3, vitamin e, vitamin b-1, vitamin b-2, niacin, vitamin b-6, calcium, iron, zinc, copper tablet",,,19018544,1895,Calcium,Ingredient,Standard,Valid,Drug,RxNorm
44452049,63044015005,"PRENATAL VITAMINS PLUS - vitamin a, vitamin c, vitamin d-3, vitamin e, vitamin b-1, vitamin b-2, niacin, vitamin b-6, calcium, iron, zinc, copper tablet","PRENATAL VITAMINS PLUS - vitamin a, vitamin c, vitamin d-3, vitamin e, vitamin b-1, vitamin b-2, niacin, vitamin b-6, calcium, iron, zinc, copper tablet",,,1360067,90176,Iron,Ingredient,Standard,Valid,Drug,RxNorm
44452049,63044015005,"PRENATAL VITAMINS PLUS - vitamin a, vitamin c, vitamin d-3, vitamin e, vitamin b-1, vitamin b-2, niacin, vitamin b-6, calcium, iron, zinc, copper tablet","PRENATAL VITAMINS PLUS - vitamin a, vitamin c, vitamin d-3, vitamin e, vitamin b-1, vitamin b-2, niacin, vitamin b-6, calcium, iron, zinc, copper tablet",,,19010696,11416,Zinc,Ingredient,Standard,Valid,Drug,RxNorm
44452049,63044015005,"PRENATAL VITAMINS PLUS - vitamin a, vitamin c, vitamin d-3, vitamin e, vitamin b-1, vitamin b-2, niacin, vitamin b-6, calcium, iron, zinc, copper tablet","PRENATAL VITAMINS PLUS - vitamin a, vitamin c, vitamin d-3, vitamin e, vitamin b-1, vitamin b-2, niacin, vitamin b-6, calcium, iron, zinc, copper tablet",,,19071128,2837,Copper,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44949547,49471000105,PRE-PEN AMPUL,PRE-PEN AMPUL,,,19037035,19079,Benzylpenicilloyl polylysine,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44839456,00225052053,PRETTY FEET & HANDS CREAM,PRETTY FEET & HANDS CREAM,,,17,,,,,,,
,,,,,,,,,,,,,
45255292,38779005704,PROGESTERONE POWDER,PROGESTERONE POWDER,,,1552310,8727,Progesterone,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45049530,24385021572,PROSTATE HEALTH FORMULA SFTGEL,PROSTATE HEALTH FORMULA SFTGEL,,,17,,,,,,,
,,,,,,,,,,,,,
45251049,00904424616,PROTEIN POWDER,PROTEIN POWDER,,,17,,,,,,,
,,,,,,,,,,,,,
45313611,63868062513,QC THERIN-M MULTIVT-MINERAL TB,QC THERIN-M MULTIVT-MINERAL TB,,,36878782,OMOP994671,Multivitamin preparation,Ingredient,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44848096,51552035804,QUINACRINE HCL POWDER,QUINACRINE HCL POWDER,,,19060400,9061,Quinacrine,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45103714,51927158800,QUININE SULFATE POWDER,QUININE SULFATE POWDER,,,1760616,9071,Quinine,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45136041,45737022808,RABANO YODADO LIQUID,RABANO YODADO LIQUID,,,19010970,11251,Vitamin B Complex,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
36185495,58160096702,RABAVERT - rabies vaccine kit,RABAVERT - rabies vaccine kit,,,46275156,1658034,rabies virus vaccine flury-lep strain 2.5 UNT/ML Injection [RabAvert],Branded Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45355622,11822350920,RA EFFERVESCENT FORMULA TABLET,RA EFFERVESCENT FORMULA TABLET,,,36878782,OMOP994671,Multivitamin preparation,Ingredient,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45065523,11822300120,"RA ESSENCE C 1,000 PACKET","RA ESSENCE C 1,000 MG PACKET",,,19012133,315389,Ascorbic Acid 1000 MG,Clinical Drug Comp,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44997109,11822022470,RA HYDRATING HEALING OINTMENT,RA HYDRATING HEALING OINTMENT,,,17,,,,,,,
,,,,,,,,,,,,,
45218906,11822211520,RA MOISTURIZING THERAPY CREAM,RA MOISTURIZING THERAPY CREAM,,,17,,,,,,,
,,,,,,,,,,,,,
46361995,63776045414,"RELIEF 3-G12 - acetylcholine chloride, histamine, interferon gamma-1a, interleukin-12 human, serotonin spray","RELIEF 3-G12 - acetylcholine chloride, histamine, interferon gamma-1a, interleukin-12 human, serotonin spray",,,0,,,,,,,
,,,,,,,,,,,,,
46363167,63776045114,"RELIEF PLUS G12 - acetylcholine chloride, prunus cerasifera flower, clematis vitalba flower, interleukin-12 human, histamine, interleukin-12 human, impatiens glandulifera flower, interferon gamma-1a, helianthemum nummularium flower, serotonin, ornithogalu","RELIEF PLUS G12 - acetylcholine chloride, prunus cerasifera flower, clematis vitalba flower, interleukin-12 human, histamine, interleukin-12 human, impatiens glandulifera flower, interferon gamma-1a, helianthemum nummularium flower, serotonin, ornithogalu",,Name not full,0,,,,,,,
,,,,,,,,,,,,,
45281855,00065915672,REPLETE LIQUID,REPLETE LIQUID,,,17,,,,,,,
,,,,,,,,,,,,,
45366977,00065902370,REPLETE WITH FIBER LIQUID,REPLETE WITH FIBER LIQUID,,,17,,,,,,,
,,,,,,,,,,,,,
45367959,00212283378,RESOURCE GLUTASOLVE PACKET,RESOURCE GLUTASOLVE PACKET,,,17,,,,,,,
,,,,,,,,,,,,,
45203813,38779012304,RIFAMPIN POWDER,RIFAMPIN POWDER,,,1763204,9384,Rifampin,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45325737,51927195600,RIFAMPIN POWDER,RIFAMPIN POWDER,,,1763204,9384,Rifampin,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44844054,11845115105,Saw palmetto extract 500 Oral Capsule,Saw palmetto extract 500 MG Oral Capsule,,,1391307,236344,Saw palmetto extract,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44868840,58914080044,SCANDISHAKE SINGLE-SERV ENV,SCANDISHAKE SINGLE-SERV ENV,,,17,,,,,,,
,,,,,,,,,,,,,
44894941,10135020110,SELENIUM 100 MCG TABLET,SELENIUM 100 MCG TABLET,,,21139470,OMOP334622,Selenium 0.1 MG Oral Tablet,Clinical Drug,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45252796,10135020001,SELENIUM 50 MCG TABLET,SELENIUM 50 MCG TABLET,,,21060944,OMOP333882,Selenium 0.05 MG Oral Tablet,Clinical Drug,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
36185490,58160082901,SHINGRIX - ge recombinant varicella zoster virus vzv glycoprotein e kit,SHINGRIX - ge recombinant varicella zoster virus (vzv) glycoprotein e kit,,,792788,1986832,"Varicella zoster virus glycoprotein E, recombinant 0.1 MG/ML Injection [Shingrix]",Branded Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
36185491,58160082903,SHINGRIX - ge recombinant varicella zoster virus vzv glycoprotein e kit,SHINGRIX - ge recombinant varicella zoster virus (vzv) glycoprotein e kit,,,792788,1986832,"Varicella zoster virus glycoprotein E, recombinant 0.1 MG/ML Injection [Shingrix]",Branded Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44847065,49348090210,SM CALCIUM-MAGNESIUM-ZINC TAB,SM CALCIUM-MAGNESIUM-ZINC TAB,,,19018544,1895,Calcium,Ingredient,Standard,Valid,Drug,RxNorm
44847065,49348090210,SM CALCIUM-MAGNESIUM-ZINC TAB,SM CALCIUM-MAGNESIUM-ZINC TAB,,,19124906,6574,Magnesium,Ingredient,Standard,Valid,Drug,RxNorm
44847065,49348090210,SM CALCIUM-MAGNESIUM-ZINC TAB,SM CALCIUM-MAGNESIUM-ZINC TAB,,,19010696,11416,Zinc,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44459991,63323082000,"SMOFLIPID - smoflipid injection, emulsion","SMOFLIPID - smoflipid injection, emulsion",,,43822919,OMOP707510,Soybean Oil Injectable Solution [SMOFlipid],Branded Drug Form,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44459269,63323082050,"SMOFLIPID - smoflipid injection, emulsion","SMOFLIPID - smoflipid injection, emulsion",,,43822919,OMOP707510,Soybean Oil Injectable Solution [SMOFlipid],Branded Drug Form,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44455784,63323082074,"SMOFLIPID - smoflipid injection, emulsion","SMOFLIPID - smoflipid injection, emulsion",,,43822919,OMOP707510,Soybean Oil Injectable Solution [SMOFlipid],Branded Drug Form,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45357645,38779055108,SODIUM BENZOATE POWDER,SODIUM BENZOATE POWDER,,,711452,70589,Benzoate,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45186646,38779159705,SODIUM PHENYLBUTYRATE POWDER,SODIUM PHENYLBUTYRATE POWDER,,,1539954,81647,phenylbutyrate,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45257291,51552006909,SOD METABISULFITE ANHYDROUS,SOD METABISULFITE ANHYDROUS,,,17,,,,,,,
,,,,,,,,,,,,,
45016357,38779009603,SPIRONOLACTONE POWDER,SPIRONOLACTONE POWDER,,,970250,9997,Spironolactone,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45380297,58790000550,STERILID EYELID CLEANSER FOAM,STERILID EYELID CLEANSER FOAM,,,17,,,,,,,
,,,,,,,,,,,,,
44870468,64731079501,STUART PRENATAL TABLET,STUART PRENATAL TABLET,,,36878782,OMOP994671,Multivitamin preparation,Ingredient,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
35305126,62588090702,sunscreen 3g100g 5g100g TOPICAL CREAM,sunscreen 3g/100g / 5g/100g TOPICAL CREAM,,,17,,,,,,,
,,,,,,,,,,,,,
45287513,11845119605,SUPER ENERGY TABLET,SUPER ENERGY TABLET,,,17,,,,,,,
,,,,,,,,,,,,,
44874054,00281020502,SURGILUBE LUBRICANT,SURGILUBE LUBRICANT,,,17,,,,,,,
,,,,,,,,,,,,,
45334427,00281020537,SURGILUBE LUBRICANT,SURGILUBE LUBRICANT,,,17,,,,,,,
,,,,,,,,,,,,,
44891421,00338917891,SYMPT-X G.I. PACKET,SYMPT-X G.I. PACKET,,,17,,,,,,,
,,,,,,,,,,,,,
45012170,00904564752,TAB-A-VITE-MINERALS TABLET,TAB-A-VITE-MINERALS TABLET,,,36878782,OMOP994671,Multivitamin preparation,Ingredient,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45084571,38779269800,TACROLIMUS MONOHYDRATE POWDER,TACROLIMUS MONOHYDRATE POWDER,,,950637,42316,Tacrolimus,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44914583,38779269806,TACROLIMUS MONOHYDRATE POWDER,TACROLIMUS MONOHYDRATE POWDER,,,950637,42316,Tacrolimus,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45133742,13811056701,TARON-CRYSTALS PACKET,TARON-CRYSTALS PACKET,,,17,,,,,,,
,,,,,,,,,,,,,
45284374,00574046005,TESTOSTERONE POWDER,TESTOSTERONE POWDER,,,1636780,10379,Testosterone,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45067640,38779016304,TESTOSTERONE POWDER,TESTOSTERONE POWDER,,,1636780,10379,Testosterone,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45016428,38779259805,TESTOSTERONE POWDER,TESTOSTERONE POWDER,,,1636780,10379,Testosterone,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45257309,51552026909,TETRACAINE HCL POWDER,TETRACAINE HCL POWDER,,,1036884,10391,Tetracaine,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45201906,11845583008,THERADEX M TABLET,THERADEX M TABLET,,,36878782,OMOP994671,Multivitamin preparation,Ingredient,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44925969,00440854090,THERAPEUTIC VIT-MINERAL TAB,THERAPEUTIC VIT-MINERAL TAB,,,36878782,OMOP994671,Multivitamin preparation,Ingredient,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45205313,50383068304,THERA-PLUS LIQUID,THERA-PLUS LIQUID,,,36878782,OMOP994671,Multivitamin preparation,Ingredient,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45275742,54629011711,THERATRUM COMP 50 PLUS TAB,THERATRUM COMP 50 PLUS TAB,,,17,,,,,,,
,,,,,,,,,,,,,
35404133,58657013390,"THRIVITE RX - folic acid, .beta.-carotene, cholecalciferol, .alpha.-tocopherol acetate, dl-, ascorbic acid, thiamine mononitrate, riboflavin, niacinamide, pyridoxine hydrochloride, cyanocobalamin, biotin, calcium pantothenate, calcium carbonate, potassium","THRIVITE RX - folic acid, .beta.-carotene, cholecalciferol, .alpha.-tocopherol acetate, dl-, ascorbic acid, thiamine mononitrate, riboflavin, niacinamide, pyridoxine hydrochloride, cyanocobalamin, biotin, calcium pantothenate, calcium carbonate, potassium",,Name not full,19111620,4511,Folic Acid,Ingredient,Standard,Valid,Drug,RxNorm
35404133,58657013390,"THRIVITE RX - folic acid, .beta.-carotene, cholecalciferol, .alpha.-tocopherol acetate, dl-, ascorbic acid, thiamine mononitrate, riboflavin, niacinamide, pyridoxine hydrochloride, cyanocobalamin, biotin, calcium pantothenate, calcium carbonate, potassium","THRIVITE RX - folic acid, .beta.-carotene, cholecalciferol, .alpha.-tocopherol acetate, dl-, ascorbic acid, thiamine mononitrate, riboflavin, niacinamide, pyridoxine hydrochloride, cyanocobalamin, biotin, calcium pantothenate, calcium carbonate, potassium",,,19037223,19143,Beta Carotene,Ingredient,Standard,Valid,Drug,RxNorm
35404133,58657013390,"THRIVITE RX - folic acid, .beta.-carotene, cholecalciferol, .alpha.-tocopherol acetate, dl-, ascorbic acid, thiamine mononitrate, riboflavin, niacinamide, pyridoxine hydrochloride, cyanocobalamin, biotin, calcium pantothenate, calcium carbonate, potassium","THRIVITE RX - folic acid, .beta.-carotene, cholecalciferol, .alpha.-tocopherol acetate, dl-, ascorbic acid, thiamine mononitrate, riboflavin, niacinamide, pyridoxine hydrochloride, cyanocobalamin, biotin, calcium pantothenate, calcium carbonate, potassium",,,19095164,2418,Cholecalciferol,Ingredient,Standard,Valid,Drug,RxNorm
35404133,58657013390,"THRIVITE RX - folic acid, .beta.-carotene, cholecalciferol, .alpha.-tocopherol acetate, dl-, ascorbic acid, thiamine mononitrate, riboflavin, niacinamide, pyridoxine hydrochloride, cyanocobalamin, biotin, calcium pantothenate, calcium carbonate, potassium","THRIVITE RX - folic acid, .beta.-carotene, cholecalciferol, .alpha.-tocopherol acetate, dl-, ascorbic acid, thiamine mononitrate, riboflavin, niacinamide, pyridoxine hydrochloride, cyanocobalamin, biotin, calcium pantothenate, calcium carbonate, potassium",,,19056802,237099,alpha Tocopherol,Ingredient,Standard,Valid,Drug,RxNorm
35404133,58657013390,"THRIVITE RX - folic acid, .beta.-carotene, cholecalciferol, .alpha.-tocopherol acetate, dl-, ascorbic acid, thiamine mononitrate, riboflavin, niacinamide, pyridoxine hydrochloride, cyanocobalamin, biotin, calcium pantothenate, calcium carbonate, potassium","THRIVITE RX - folic acid, .beta.-carotene, cholecalciferol, .alpha.-tocopherol acetate, dl-, ascorbic acid, thiamine mononitrate, riboflavin, niacinamide, pyridoxine hydrochloride, cyanocobalamin, biotin, calcium pantothenate, calcium carbonate, potassium",,,19011773,1151,Ascorbic Acid,Ingredient,Standard,Valid,Drug,RxNorm
35404133,58657013390,"THRIVITE RX - folic acid, .beta.-carotene, cholecalciferol, .alpha.-tocopherol acetate, dl-, ascorbic acid, thiamine mononitrate, riboflavin, niacinamide, pyridoxine hydrochloride, cyanocobalamin, biotin, calcium pantothenate, calcium carbonate, potassium","THRIVITE RX - folic acid, .beta.-carotene, cholecalciferol, .alpha.-tocopherol acetate, dl-, ascorbic acid, thiamine mononitrate, riboflavin, niacinamide, pyridoxine hydrochloride, cyanocobalamin, biotin, calcium pantothenate, calcium carbonate, potassium",,,19137312,10454,Thiamine,Ingredient,Standard,Valid,Drug,RxNorm
35404133,58657013390,"THRIVITE RX - folic acid, .beta.-carotene, cholecalciferol, .alpha.-tocopherol acetate, dl-, ascorbic acid, thiamine mononitrate, riboflavin, niacinamide, pyridoxine hydrochloride, cyanocobalamin, biotin, calcium pantothenate, calcium carbonate, potassium","THRIVITE RX - folic acid, .beta.-carotene, cholecalciferol, .alpha.-tocopherol acetate, dl-, ascorbic acid, thiamine mononitrate, riboflavin, niacinamide, pyridoxine hydrochloride, cyanocobalamin, biotin, calcium pantothenate, calcium carbonate, potassium",,,19062817,9346,Riboflavin,Ingredient,Standard,Valid,Drug,RxNorm
35404133,58657013390,"THRIVITE RX - folic acid, .beta.-carotene, cholecalciferol, .alpha.-tocopherol acetate, dl-, ascorbic acid, thiamine mononitrate, riboflavin, niacinamide, pyridoxine hydrochloride, cyanocobalamin, biotin, calcium pantothenate, calcium carbonate, potassium","THRIVITE RX - folic acid, .beta.-carotene, cholecalciferol, .alpha.-tocopherol acetate, dl-, ascorbic acid, thiamine mononitrate, riboflavin, niacinamide, pyridoxine hydrochloride, cyanocobalamin, biotin, calcium pantothenate, calcium carbonate, potassium",,,19018419,7405,Niacinamide,Ingredient,Standard,Valid,Drug,RxNorm
